//CoDeSys Mapping Export V1.2
//Mapped variable,//Parameter name @ counter in device,//Unit,//Description,//IEC address,//Device name
//Important: change only first, third or fourth column in Excel or add variable name before first
Application.GVL.inputs[18],Bit2@2,,0x0012,%IX2.2,Modbus_TCP_Slave
Application.GVL.inputs[19],Bit3@2,,0x0013,%IX2.3,Modbus_TCP_Slave
Application.GVL.inputs[20],Bit4@2,,0x0014,%IX2.4,Modbus_TCP_Slave
Application.GVL.inputs[21],Bit5@2,,0x0015,%IX2.5,Modbus_TCP_Slave
Application.GVL.inputs[22],Bit6@2,,0x0016,%IX2.6,Modbus_TCP_Slave
Application.GVL.inputs[23],Bit7@2,,0x0017,%IX2.7,Modbus_TCP_Slave
,Channel 0[3],,Read Discrete Inputs,%IB3,Modbus_TCP_Slave
Application.GVL.inputs[24],Bit0@3,,0x0018,%IX3.0,Modbus_TCP_Slave
Application.GVL.inputs[25],Bit1@3,,0x0019,%IX3.1,Modbus_TCP_Slave
Application.GVL.inputs[26],Bit2@3,,0x001A,%IX3.2,Modbus_TCP_Slave
Application.GVL.inputs[27],Bit3@3,,0x001B,%IX3.3,Modbus_TCP_Slave
Application.GVL.inputs[28],Bit4@3,,0x001C,%IX3.4,Modbus_TCP_Slave
Application.GVL.inputs[29],Bit5@3,,0x001D,%IX3.5,Modbus_TCP_Slave
Application.GVL.inputs[30],Bit6@3,,0x001E,%IX3.6,Modbus_TCP_Slave
Application.GVL.inputs[31],Bit7@3,,0x001F,%IX3.7,Modbus_TCP_Slave
,Channel 0[4],,Read Discrete Inputs,%IB4,Modbus_TCP_Slave
Application.GVL.inputs[32],Bit0@4,,0x0020,%IX4.0,Modbus_TCP_Slave
Application.GVL.inputs[33],Bit1@4,,0x0021,%IX4.1,Modbus_TCP_Slave
Application.GVL.inputs[34],Bit2@4,,0x0022,%IX4.2,Modbus_TCP_Slave
Application.GVL.inputs[35],Bit3@4,,0x0023,%IX4.3,Modbus_TCP_Slave
Application.GVL.inputs[36],Bit4@4,,0x0024,%IX4.4,Modbus_TCP_Slave
Application.GVL.inputs[37],Bit5@4,,0x0025,%IX4.5,Modbus_TCP_Slave
Application.GVL.inputs[38],Bit6@4,,0x0026,%IX4.6,Modbus_TCP_Slave
Application.GVL.inputs[39],Bit7@4,,0x0027,%IX4.7,Modbus_TCP_Slave
,Channel 0[5],,Read Discrete Inputs,%IB5,Modbus_TCP_Slave
Application.GVL.inputs[40],Bit0@5,,0x0028,%IX5.0,Modbus_TCP_Slave
Application.GVL.inputs[41],Bit1@5,,0x0029,%IX5.1,Modbus_TCP_Slave
Application.GVL.inputs[42],Bit2@5,,0x002A,%IX5.2,Modbus_TCP_Slave
Application.GVL.inputs[43],Bit3@5,,0x002B,%IX5.3,Modbus_TCP_Slave
Application.GVL.inputs[44],Bit4@5,,0x002C,%IX5.4,Modbus_TCP_Slave
Application.GVL.inputs[45],Bit5@5,,0x002D,%IX5.5,Modbus_TCP_Slave
Application.GVL.inputs[46],Bit6@5,,0x002E,%IX5.6,Modbus_TCP_Slave
Application.GVL.inputs[47],Bit7@5,,0x002F,%IX5.7,Modbus_TCP_Slave
,Channel 0[6],,Read Discrete Inputs,%IB6,Modbus_TCP_Slave
Application.GVL.inputs[48],Bit0@6,,0x0030,%IX6.0,Modbus_TCP_Slave
Application.GVL.inputs[49],Bit1@6,,0x0031,%IX6.1,Modbus_TCP_Slave
Application.GVL.inputs[50],Bit2@6,,0x0032,%IX6.2,Modbus_TCP_Slave
Application.GVL.inputs[51],Bit3@6,,0x0033,%IX6.3,Modbus_TCP_Slave
Application.GVL.inputs[52],Bit4@6,,0x0034,%IX6.4,Modbus_TCP_Slave
Application.GVL.inputs[53],Bit5@6,,0x0035,%IX6.5,Modbus_TCP_Slave
Application.GVL.inputs[54],Bit6@6,,0x0036,%IX6.6,Modbus_TCP_Slave
Application.GVL.inputs[55],Bit7@6,,0x0037,%IX6.7,Modbus_TCP_Slave
,Channel 0[7],,Read Discrete Inputs,%IB7,Modbus_TCP_Slave
Application.GVL.inputs[56],Bit0@7,,0x0038,%IX7.0,Modbus_TCP_Slave
Application.GVL.inputs[57],Bit1@7,,0x0039,%IX7.1,Modbus_TCP_Slave
Application.GVL.inputs[58],Bit2@7,,0x003A,%IX7.2,Modbus_TCP_Slave
Application.GVL.inputs[59],Bit3@7,,0x003B,%IX7.3,Modbus_TCP_Slave
Application.GVL.inputs[60],Bit4@7,,0x003C,%IX7.4,Modbus_TCP_Slave
Application.GVL.inputs[61],Bit5@7,,0x003D,%IX7.5,Modbus_TCP_Slave
Application.GVL.inputs[62],Bit6@7,,0x003E,%IX7.6,Modbus_TCP_Slave
Application.GVL.inputs[63],Bit7@7,,0x003F,%IX7.7,Modbus_TCP_Slave
,Channel 0[8],,Read Discrete Inputs,%IB8,Modbus_TCP_Slave
Application.GVL.inputs[64],Bit0@8,,0x0040,%IX8.0,Modbus_TCP_Slave
Application.GVL.inputs[65],Bit1@8,,0x0041,%IX8.1,Modbus_TCP_Slave
Application.GVL.inputs[66],Bit2@8,,0x0042,%IX8.2,Modbus_TCP_Slave
Application.GVL.inputs[67],Bit3@8,,0x0043,%IX8.3,Modbus_TCP_Slave
Application.GVL.inputs[68],Bit4@8,,0x0044,%IX8.4,Modbus_TCP_Slave
Application.GVL.inputs[69],Bit5@8,,0x0045,%IX8.5,Modbus_TCP_Slave
Application.GVL.inputs[70],Bit6@8,,0x0046,%IX8.6,Modbus_TCP_Slave
Application.GVL.inputs[71],Bit7@8,,0x0047,%IX8.7,Modbus_TCP_Slave
,Channel 0[9],,Read Discrete Inputs,%IB9,Modbus_TCP_Slave
Application.GVL.inputs[72],Bit0@9,,0x0048,%IX9.0,Modbus_TCP_Slave
Application.GVL.inputs[73],Bit1@9,,0x0049,%IX9.1,Modbus_TCP_Slave
Application.GVL.inputs[74],Bit2@9,,0x004A,%IX9.2,Modbus_TCP_Slave
Application.GVL.inputs[75],Bit3@9,,0x004B,%IX9.3,Modbus_TCP_Slave
Application.GVL.inputs[76],Bit4@9,,0x004C,%IX9.4,Modbus_TCP_Slave
Application.GVL.inputs[77],Bit5@9,,0x004D,%IX9.5,Modbus_TCP_Slave
Application.GVL.inputs[78],Bit6@9,,0x004E,%IX9.6,Modbus_TCP_Slave
Application.GVL.inputs[79],Bit7@9,,0x004F,%IX9.7,Modbus_TCP_Slave
,Channel 0[10],,Read Discrete Inputs,%IB10,Modbus_TCP_Slave
Application.GVL.inputs[80],Bit0@10,,0x0050,%IX10.0,Modbus_TCP_Slave
Application.GVL.inputs[81],Bit1@10,,0x0051,%IX10.1,Modbus_TCP_Slave
Application.GVL.inputs[82],Bit2@10,,0x0052,%IX10.2,Modbus_TCP_Slave
Application.GVL.inputs[83],Bit3@10,,0x0053,%IX10.3,Modbus_TCP_Slave
Application.GVL.inputs[84],Bit4@10,,0x0054,%IX10.4,Modbus_TCP_Slave
Application.GVL.inputs[85],Bit5@10,,0x0055,%IX10.5,Modbus_TCP_Slave
Application.GVL.inputs[86],Bit6@10,,0x0056,%IX10.6,Modbus_TCP_Slave
Application.GVL.inputs[87],Bit7@10,,0x0057,%IX10.7,Modbus_TCP_Slave
,Channel 0[11],,Read Discrete Inputs,%IB11,Modbus_TCP_Slave
Application.GVL.inputs[88],Bit0@11,,0x0058,%IX11.0,Modbus_TCP_Slave
Application.GVL.inputs[89],Bit1@11,,0x0059,%IX11.1,Modbus_TCP_Slave
Application.GVL.inputs[90],Bit2@11,,0x005A,%IX11.2,Modbus_TCP_Slave
Application.GVL.inputs[91],Bit3@11,,0x005B,%IX11.3,Modbus_TCP_Slave
Application.GVL.inputs[92],Bit4@11,,0x005C,%IX11.4,Modbus_TCP_Slave
Application.GVL.inputs[93],Bit5@11,,0x005D,%IX11.5,Modbus_TCP_Slave
Application.GVL.inputs[94],Bit6@11,,0x005E,%IX11.6,Modbus_TCP_Slave
Application.GVL.inputs[95],Bit7@11,,0x005F,%IX11.7,Modbus_TCP_Slave
,Channel 0[12],,Read Discrete Inputs,%IB12,Modbus_TCP_Slave
Application.GVL.inputs[96],Bit0@12,,0x0060,%IX12.0,Modbus_TCP_Slave
Application.GVL.inputs[97],Bit1@12,,0x0061,%IX12.1,Modbus_TCP_Slave
Application.GVL.inputs[98],Bit2@12,,0x0062,%IX12.2,Modbus_TCP_Slave
Application.GVL.inputs[99],Bit3@12,,0x0063,%IX12.3,Modbus_TCP_Slave
,Bit4@12,,Read Discrete Inputs,%IX12.4,Modbus_TCP_Slave
,Bit5@12,,Read Discrete Inputs,%IX12.5,Modbus_TCP_Slave
,Bit6@12,,Read Discrete Inputs,%IX12.6,Modbus_TCP_Slave
,Bit7@12,,Read Discrete Inputs,%IX12.7,Modbus_TCP_Slave
,Channel 1,,Read Discrete Inputs,%IB13,Modbus_TCP_Slave
,Channel 1[0],,Read Discrete Inputs,%IB13,Modbus_TCP_Slave
Application.GVL.inputs[100],Bit0@13,,0x0064,%IX13.0,Modbus_TCP_Slave
Application.GVL.inputs[101],Bit1@13,,0x0065,%IX13.1,Modbus_TCP_Slave
Application.GVL.inputs[102],Bit2@13,,0x0066,%IX13.2,Modbus_TCP_Slave
Application.GVL.inputs[103],Bit3@13,,0x0067,%IX13.3,Modbus_TCP_Slave
Application.GVL.inputs[104],Bit4@13,,0x0068,%IX13.4,Modbus_TCP_Slave
Application.GVL.inputs[105],Bit5@13,,0x0069,%IX13.5,Modbus_TCP_Slave
Application.GVL.inputs[106],Bit6@13,,0x006A,%IX13.6,Modbus_TCP_Slave
Application.GVL.inputs[107],Bit7@13,,0x006B,%IX13.7,Modbus_TCP_Slave
,Channel 1[1],,Read Discrete Inputs,%IB14,Modbus_TCP_Slave
Application.GVL.inputs[108],Bit0@14,,0x006C,%IX14.0,Modbus_TCP_Slave
Application.GVL.inputs[109],Bit1@14,,0x006D,%IX14.1,Modbus_TCP_Slave
Application.GVL.inputs[110],Bit2@14,,0x006E,%IX14.2,Modbus_TCP_Slave
Application.GVL.inputs[111],Bit3@14,,0x006F,%IX14.3,Modbus_TCP_Slave
Application.GVL.inputs[112],Bit4@14,,0x0070,%IX14.4,Modbus_TCP_Slave
Application.GVL.inputs[113],Bit5@14,,0x0071,%IX14.5,Modbus_TCP_Slave
Application.GVL.inputs[114],Bit6@14,,0x0072,%IX14.6,Modbus_TCP_Slave
Application.GVL.inputs[115],Bit7@14,,0x0073,%IX14.7,Modbus_TCP_Slave
,Channel 1[2],,Read Discrete Inputs,%IB15,Modbus_TCP_Slave
Application.GVL.inputs[116],Bit0@15,,0x0074,%IX15.0,Modbus_TCP_Slave
Application.GVL.inputs[117],Bit1@15,,0x0075,%IX15.1,Modbus_TCP_Slave
Application.GVL.inputs[118],Bit2@15,,0x0076,%IX15.2,Modbus_TCP_Slave
Application.GVL.inputs[119],Bit3@15,,0x0077,%IX15.3,Modbus_TCP_Slave
Application.GVL.inputs[120],Bit4@15,,0x0078,%IX15.4,Modbus_TCP_Slave
Application.GVL.inputs[121],Bit5@15,,0x0079,%IX15.5,Modbus_TCP_Slave
Application.GVL.inputs[122],Bit6@15,,0x007A,%IX15.6,Modbus_TCP_Slave
Application.GVL.inputs[123],Bit7@15,,0x007B,%IX15.7,Modbus_TCP_Slave
,Channel 1[3],,Read Discrete Inputs,%IB16,Modbus_TCP_Slave
Application.GVL.inputs[124],Bit0@16,,0x007C,%IX16.0,Modbus_TCP_Slave
Application.GVL.inputs[125],Bit1@16,,0x007D,%IX16.1,Modbus_TCP_Slave
Application.GVL.inputs[126],Bit2@16,,0x007E,%IX16.2,Modbus_TCP_Slave
Application.GVL.inputs[127],Bit3@16,,0x007F,%IX16.3,Modbus_TCP_Slave
Application.GVL.inputs[128],Bit4@16,,0x0080,%IX16.4,Modbus_TCP_Slave
Application.GVL.inputs[129],Bit5@16,,0x0081,%IX16.5,Modbus_TCP_Slave
Application.GVL.inputs[130],Bit6@16,,0x0082,%IX16.6,Modbus_TCP_Slave
Application.GVL.inputs[131],Bit7@16,,Read Discrete Inputs,%IX16.7,Modbus_TCP_Slave
,Channel 2,,Write Multiple Coils,%QB0,Modbus_TCP_Slave
,Channel 2[0],,Write Multiple Coils,%QB0,Modbus_TCP_Slave
Application.GVL.outputs[0],Bit0@17,,0x0000,%QX0.0,Modbus_TCP_Slave
Application.GVL.outputs[1],Bit1@17,,0x0001,%QX0.1,Modbus_TCP_Slave
Application.GVL.outputs[2],Bit2@17,,0x0002,%QX0.2,Modbus_TCP_Slave
Application.GVL.outputs[3],Bit3@17,,0x0003,%QX0.3,Modbus_TCP_Slave
Application.GVL.outputs[4],Bit4@17,,0x0004,%QX0.4,Modbus_TCP_Slave
Application.GVL.outputs[5],Bit5@17,,0x0005,%QX0.5,Modbus_TCP_Slave
Application.GVL.outputs[6],Bit6@17,,0x0006,%QX0.6,Modbus_TCP_Slave
Application.GVL.outputs[7],Bit7@17,,0x0007,%QX0.7,Modbus_TCP_Slave
,Channel 2[1],,Write Multiple Coils,%QB1,Modbus_TCP_Slave
Application.GVL.outputs[8],Bit0@18,,0x0008,%QX1.0,Modbus_TCP_Slave
Application.GVL.outputs[9],Bit1@18,,0x0009,%QX1.1,Modbus_TCP_Slave
Application.GVL.outputs[10],Bit2@18,,0x000A,%QX1.2,Modbus_TCP_Slave
Application.GVL.outputs[11],Bit3@18,,0x000B,%QX1.3,Modbus_TCP_Slave
Application.GVL.outputs[12],Bit4@18,,0x000C,%QX1.4,Modbus_TCP_Slave
Application.GVL.outputs[13],Bit5@18,,0x000D,%QX1.5,Modbus_TCP_Slave
Application.GVL.outputs[14],Bit6@18,,0x000E,%QX1.6,Modbus_TCP_Slave
Application.GVL.outputs[15],Bit7@18,,0x000F,%QX1.7,Modbus_TCP_Slave
,Channel 2[2],,Write Multiple Coils,%QB2,Modbus_TCP_Slave
Application.GVL.outputs[16],Bit0@19,,0x0010,%QX2.0,Modbus_TCP_Slave
Application.GVL.outputs[17],Bit1@19,,0x0011,%QX2.1,Modbus_TCP_Slave
Application.GVL.outputs[18],Bit2@19,,0x0012,%QX2.2,Modbus_TCP_Slave
Application.GVL.outputs[19],Bit3@19,,0x0013,%QX2.3,Modbus_TCP_Slave
Application.GVL.outputs[20],Bit4@19,,0x0014,%QX2.4,Modbus_TCP_Slave
Application.GVL.outputs[21],Bit5@19,,0x0015,%QX2.5,Modbus_TCP_Slave
Application.GVL.outputs[22],Bit6@19,,0x0016,%QX2.6,Modbus_TCP_Slave
Application.GVL.outputs[23],Bit7@19,,0x0017,%QX2.7,Modbus_TCP_Slave
,Channel 2[3],,Write Multiple Coils,%QB3,Modbus_TCP_Slave
Application.GVL.outputs[24],Bit0@20,,0x0018,%QX3.0,Modbus_TCP_Slave
Application.GVL.outputs[25],Bit1@20,,0x0019,%QX3.1,Modbus_TCP_Slave
Application.GVL.outputs[26],Bit2@20,,0x001A,%QX3.2,Modbus_TCP_Slave
Application.GVL.outputs[27],Bit3@20,,0x001B,%QX3.3,Modbus_TCP_Slave
Application.GVL.outputs[28],Bit4@20,,0x001C,%QX3.4,Modbus_TCP_Slave
Application.GVL.outputs[29],Bit5@20,,0x001D,%QX3.5,Modbus_TCP_Slave
Application.GVL.outputs[30],Bit6@20,,0x001E,%QX3.6,Modbus_TCP_Slave
Application.GVL.outputs[31],Bit7@20,,0x001F,%QX3.7,Modbus_TCP_Slave
,Channel 2[4],,Write Multiple Coils,%QB4,Modbus_TCP_Slave
Application.GVL.outputs[32],Bit0@21,,0x0020,%QX4.0,Modbus_TCP_Slave
Application.GVL.outputs[33],Bit1@21,,0x0021,%QX4.1,Modbus_TCP_Slave
Application.GVL.outputs[34],Bit2@21,,0x0022,%QX4.2,Modbus_TCP_Slave
Application.GVL.outputs[35],Bit3@21,,0x0023,%QX4.3,Modbus_TCP_Slave
Application.GVL.outputs[36],Bit4@21,,0x0024,%QX4.4,Modbus_TCP_Slave
Application.GVL.outputs[37],Bit5@21,,0x0025,%QX4.5,Modbus_TCP_Slave
Application.GVL.outputs[38],Bit6@21,,0x0026,%QX4.6,Modbus_TCP_Slave
Application.GVL.outputs[39],Bit7@21,,0x0027,%QX4.7,Modbus_TCP_Slave
,Channel 2[5],,Write Multiple Coils,%QB5,Modbus_TCP_Slave
Application.GVL.outputs[40],Bit0@22,,0x0028,%QX5.0,Modbus_TCP_Slave
Application.GVL.outputs[41],Bit1@22,,0x0029,%QX5.1,Modbus_TCP_Slave
Application.GVL.outputs[42],Bit2@22,,0x002A,%QX5.2,Modbus_TCP_Slave
Application.GVL.outputs[43],Bit3@22,,0x002B,%QX5.3,Modbus_TCP_Slave
Application.GVL.outputs[44],Bit4@22,,0x002C,%QX5.4,Modbus_TCP_Slave
Application.GVL.outputs[45],Bit5@22,,0x002D,%QX5.5,Modbus_TCP_Slave
Application.GVL.outputs[46],Bit6@22,,0x002E,%QX5.6,Modbus_TCP_Slave
Application.GVL.outputs[47],Bit7@22,,0x002F,%QX5.7,Modbus_TCP_Slave
,Channel 2[6],,Write Multiple Coils,%QB6,Modbus_TCP_Slave
Application.GVL.outputs[48],Bit0@23,,0x0030,%QX6.0,Modbus_TCP_Slave
Application.GVL.outputs[49],Bit1@23,,0x0031,%QX6.1,Modbus_TCP_Slave
Application.GVL.outputs[50],Bit2@23,,0x0032,%QX6.2,Modbus_TCP_Slave
Application.GVL.outputs[51],Bit3@23,,0x0033,%QX6.3,Modbus_TCP_Slave
Application.GVL.outputs[52],Bit4@23,,0x0034,%QX6.4,Modbus_TCP_Slave
Application.GVL.outputs[53],Bit5@23,,0x0035,%QX6.5,Modbus_TCP_Slave
Application.GVL.outputs[54],Bit6@23,,0x0036,%QX6.6,Modbus_TCP_Slave
Application.GVL.outputs[55],Bit7@23,,0x0037,%QX6.7,Modbus_TCP_Slave
,Channel 2[7],,Write Multiple Coils,%QB7,Modbus_TCP_Slave
Application.GVL.outputs[56],Bit0@24,,0x0038,%QX7.0,Modbus_TCP_Slave
Application.GVL.outputs[57],Bit1@24,,0x0039,%QX7.1,Modbus_TCP_Slave
Application.GVL.outputs[58],Bit2@24,,0x003A,%QX7.2,Modbus_TCP_Slave
Application.GVL.outputs[59],Bit3@24,,0x003B,%QX7.3,Modbus_TCP_Slave
Application.GVL.outputs[60],Bit4@24,,0x003C,%QX7.4,Modbus_TCP_Slave
Application.GVL.outputs[61],Bit5@24,,0x003D,%QX7.5,Modbus_TCP_Slave
Application.GVL.outputs[62],Bit6@24,,0x003E,%QX7.6,Modbus_TCP_Slave
Application.GVL.outputs[63],Bit7@24,,0x003F,%QX7.7,Modbus_TCP_Slave
,Channel 2[8],,Write Multiple Coils,%QB8,Modbus_TCP_Slave
Application.GVL.outputs[64],Bit0@25,,0x0040,%QX8.0,Modbus_TCP_Slave
Application.GVL.outputs[65],Bit1@25,,0x0041,%QX8.1,Modbus_TCP_Slave
Application.GVL.outputs[66],Bit2@25,,0x0042,%QX8.2,Modbus_TCP_Slave
Application.GVL.outputs[67],Bit3@25,,0x0043,%QX8.3,Modbus_TCP_Slave
Application.GVL.outputs[68],Bit4@25,,0x0044,%QX8.4,Modbus_TCP_Slave
Application.GVL.outputs[69],Bit5@25,,0x0045,%QX8.5,Modbus_TCP_Slave
Application.GVL.outputs[70],Bit6@25,,0x0046,%QX8.6,Modbus_TCP_Slave
Application.GVL.outputs[71],Bit7@25,,0x0047,%QX8.7,Modbus_TCP_Slave
,Channel 2[9],,Write Multiple Coils,%QB9,Modbus_TCP_Slave
Application.GVL.outputs[72],Bit0@26,,0x0048,%QX9.0,Modbus_TCP_Slave
Application.GVL.outputs[73],Bit1@26,,0x0049,%QX9.1,Modbus_TCP_Slave
Application.GVL.outputs[74],Bit2@26,,0x004A,%QX9.2,Modbus_TCP_Slave
Application.GVL.outputs[75],Bit3@26,,0x004B,%QX9.3,Modbus_TCP_Slave
Application.GVL.outputs[76],Bit4@26,,0x004C,%QX9.4,Modbus_TCP_Slave
Application.GVL.outputs[77],Bit5@26,,0x004D,%QX9.5,Modbus_TCP_Slave
Application.GVL.outputs[78],Bit6@26,,0x004E,%QX9.6,Modbus_TCP_Slave
Application.GVL.outputs[79],Bit7@26,,0x004F,%QX9.7,Modbus_TCP_Slave
,Channel 2[10],,Write Multiple Coils,%QB10,Modbus_TCP_Slave
Application.GVL.outputs[80],Bit0@27,,0x0050,%QX10.0,Modbus_TCP_Slave
Application.GVL.outputs[81],Bit1@27,,0x0051,%QX10.1,Modbus_TCP_Slave
Application.GVL.outputs[82],Bit2@27,,0x0052,%QX10.2,Modbus_TCP_Slave
Application.GVL.outputs[83],Bit3@27,,0x0053,%QX10.3,Modbus_TCP_Slave
Application.GVL.outputs[84],Bit4@27,,0x0054,%QX10.4,Modbus_TCP_Slave
Application.GVL.outputs[85],Bit5@27,,0x0055,%QX10.5,Modbus_TCP_Slave
Application.GVL.outputs[86],Bit6@27,,0x0056,%QX10.6,Modbus_TCP_Slave
Application.GVL.outputs[87],Bit7@27,,0x0057,%QX10.7,Modbus_TCP_Slave
,Channel 2[11],,Write Multiple Coils,%QB11,Modbus_TCP_Slave
Application.GVL.outputs[88],Bit0@28,,0x0058,%QX11.0,Modbus_TCP_Slave
Application.GVL.outputs[89],Bit1@28,,0x0059,%QX11.1,Modbus_TCP_Slave
Application.GVL.outputs[90],Bit2@28,,0x005A,%QX11.2,Modbus_TCP_Slave
Application.GVL.outputs[91],Bit3@28,,0x005B,%QX11.3,Modbus_TCP_Slave
Application.GVL.outputs[92],Bit4@28,,0x005C,%QX11.4,Modbus_TCP_Slave
Application.GVL.outputs[93],Bit5@28,,0x005D,%QX11.5,Modbus_TCP_Slave
Application.GVL.outputs[94],Bit6@28,,0x005E,%QX11.6,Modbus_TCP_Slave
Application.GVL.outputs[95],Bit7@28,,0x005F,%QX11.7,Modbus_TCP_Slave
,Channel 2[12],,Write Multiple Coils,%QB12,Modbus_TCP_Slave
Application.GVL.outputs[96],Bit0@29,,0x0060,%QX12.0,Modbus_TCP_Slave
Application.GVL.outputs[97],Bit1@29,,0x0061,%QX12.1,Modbus_TCP_Slave
Application.GVL.outputs[98],Bit2@29,,0x0062,%QX12.2,Modbus_TCP_Slave
Application.GVL.outputs[99],Bit3@29,,0x0063,%QX12.3,Modbus_TCP_Slave
,Bit4@29,,Write Multiple Coils,%QX12.4,Modbus_TCP_Slave
,Bit5@29,,Write Multiple Coils,%QX12.5,Modbus_TCP_Slave
,Bit6@29,,Write Multiple Coils,%QX12.6,Modbus_TCP_Slave
,Bit7@29,,Write Multiple Coils,%QX12.7,Modbus_TCP_Slave
,Channel 3,,Write Multiple Coils,%QB13,Modbus_TCP_Slave
,Channel 3[0],,Write Multiple Coils,%QB13,Modbus_TCP_Slave
Application.GVL.outputs[100],Bit0@30,,0x0064,%QX13.0,Modbus_TCP_Slave
Application.GVL.outputs[101],Bit1@30,,0x0065,%QX13.1,Modbus_TCP_Slave
Application.GVL.outputs[102],Bit2@30,,0x0066,%QX13.2,Modbus_TCP_Slave
Application.GVL.outputs[103],Bit3@30,,0x0067,%QX13.3,Modbus_TCP_Slave
Application.GVL.outputs[104],Bit4@30,,0x0068,%QX13.4,Modbus_TCP_Slave
Application.GVL.outputs[105],Bit5@30,,0x0069,%QX13.5,Modbus_TCP_Slave
Application.GVL.outputs[106],Bit6@30,,0x006A,%QX13.6,Modbus_TCP_Slave
Application.GVL.outputs[107],Bit7@30,,0x006B,%QX13.7,Modbus_TCP_Slave
,Channel 3[1],,Write Multiple Coils,%QB14,Modbus_TCP_Slave
Application.GVL.outputs[108],Bit0@31,,0x006C,%QX14.0,Modbus_TCP_Slave
Application.GVL.outputs[109],Bit1@31,,0x006D,%QX14.1,Modbus_TCP_Slave
Application.GVL.outputs[110],Bit2@31,,0x006E,%QX14.2,Modbus_TCP_Slave
Application.GVL.outputs[111],Bit3@31,,0x006F,%QX14.3,Modbus_TCP_Slave
Application.GVL.outputs[112],Bit4@31,,0x0070,%QX14.4,Modbus_TCP_Slave
Application.GVL.outputs[113],Bit5@31,,0x0071,%QX14.5,Modbus_TCP_Slave
Application.GVL.outputs[114],Bit6@31,,0x0072,%QX14.6,Modbus_TCP_Slave
Application.GVL.outputs[115],Bit7@31,,0x0073,%QX14.7,Modbus_TCP_Slave
,Channel 3[2],,Write Multiple Coils,%QB15,Modbus_TCP_Slave
Application.GVL.outputs[116],Bit0@32,,0x0074,%QX15.0,Modbus_TCP_Slave
Application.GVL.outputs[117],Bit1@32,,0x0075,%QX15.1,Modbus_TCP_Slave
Application.GVL.outputs[118],Bit2@32,,0x0076,%QX15.2,Modbus_TCP_Slave
Application.GVL.outputs[119],Bit3@32,,0x0077,%QX15.3,Modbus_TCP_Slave
Application.GVL.outputs[120],Bit4@32,,0x0078,%QX15.4,Modbus_TCP_Slave
Application.GVL.outputs[121],Bit5@32,,0x0079,%QX15.5,Modbus_TCP_Slave
Application.GVL.outputs[122],Bit6@32,,0x007A,%QX15.6,Modbus_TCP_Slave
Application.GVL.outputs[123],Bit7@32,,0x007B,%QX15.7,Modbus_TCP_Slave
,Channel 3[3],,Write Multiple Coils,%QB16,Modbus_TCP_Slave
Application.GVL.outputs[124],Bit0@33,,0x007C,%QX16.0,Modbus_TCP_Slave
Application.GVL.outputs[125],Bit1@33,,0x007D,%QX16.1,Modbus_TCP_Slave
Application.GVL.outputs[126],Bit2@33,,0x007E,%QX16.2,Modbus_TCP_Slave
Application.GVL.outputs[127],Bit3@33,,0x007F,%QX16.3,Modbus_TCP_Slave
Application.GVL.outputs[128],Bit4@33,,0x0080,%QX16.4,Modbus_TCP_Slave
Application.GVL.outputs[129],Bit5@33,,0x0081,%QX16.5,Modbus_TCP_Slave
